Container nvidia build =  16972326
out dir is .
python   run_squad.py --init_checkpoint=/data/bert_base/bert_base_uncased.pt --do_train --train_file=/data/squad/v1.1/train-v1.1.json --train_batch_size=6  --do_lower_case  --bert_model=bert-large-uncased  --learning_rate=0.0  --seed=1  --num_train_epochs=2.0  --max_seq_length=384  --doc_stride=128  --output_dir=.  --vocab_file=/data/bert_base/bert-base-uncased-vocab.txt  --config_file=/data/bert_base/bert_config.json  --max_steps=1000   |& tee ./logfile.txt

Iteration:   0%|          | 0/14774 [00:00<?, ?it/s]/opt/conda/lib/python3.6/site-packages/torch/functional.py:1242: UserWarning: torch.norm is deprecated and may be removed in a future PyTorch release. Use torch.linalg.norm instead.
  "torch.norm is deprecated and may be removed in a future PyTorch release. "
/workspace/examples/bert/optimization.py:150: UserWarning: This overload of add_ is deprecated:
	add_(Number alpha, Tensor other)
Consider using one of the following signatures instead:
	add_(Tensor other, *, Number alpha) (Triggered internally at  ../torch/csrc/utils/python_arg_parser.cpp:882.)
  next_m.mul_(beta1).add_(1 - beta1, grad)

Iteration:   0%|          | 1/14774 [00:00<2:29:15,  1.65it/s]
Iteration:   0%|          | 2/14774 [00:00<1:59:27,  2.06it/s]
Iteration:   0%|          | 3/14774 [00:01<1:38:34,  2.50it/s]
Iteration:   5%|▍         | 719/14774 [02:27<47:50,  4.90it/s]
Iteration:   5%|▍         | 720/14774 [02:27<47:48,  4.90it/s]
Iteration:   5%|▍         | 721/14774 [02:28<47:47,  4.90it/s]
Iteration:   5%|▍         | 722/14774 [02:28<47:52,  4.89it/s]
Iteration:   5%|▍         | 723/14774 [02:28<47:55,  4.89it/s]
Iteration:   5%|▍         | 724/14774 [02:28<47:55,  4.89it/s]
Iteration:   5%|▍         | 725/14774 [02:28<47:52,  4.89it/s]
Iteration:   5%|▍         | 726/14774 [02:29<47:49,  4.90it/s]
Iteration:   5%|▍         | 727/14774 [02:29<47:48,  4.90it/s]
Iteration:   5%|▍         | 728/14774 [02:29<47:46,  4.90it/s]
Iteration:   5%|▍         | 729/14774 [02:29<47:45,  4.90it/s]
Iteration:   5%|▍         | 730/14774 [02:29<47:44,  4.90it/s]
Iteration:   5%|▍         | 731/14774 [02:30<47:44,  4.90it/s]
Iteration:   5%|▍         | 732/14774 [02:30<47:48,  4.89it/s]
Iteration:   5%|▍         | 733/14774 [02:30<47:51,  4.89it/s]
Iteration:   5%|▍         | 734/14774 [02:30<47:53,  4.89it/s]
Iteration:   5%|▍         | 735/14774 [02:31<47:51,  4.89it/s]
Iteration:   5%|▍         | 736/14774 [02:31<47:53,  4.89it/s]
Iteration:   5%|▍         | 737/14774 [02:31<47:50,  4.89it/s]
Iteration:   5%|▍         | 738/14774 [02:31<47:47,  4.89it/s]
Iteration:   5%|▌         | 739/14774 [02:31<47:47,  4.90it/s]
Iteration:   5%|▌         | 740/14774 [02:32<47:46,  4.90it/s]
Iteration:   5%|▌         | 741/14774 [02:32<47:44,  4.90it/s]
Iteration:   5%|▌         | 742/14774 [02:32<47:47,  4.89it/s]
Iteration:   5%|▌         | 743/14774 [02:32<47:49,  4.89it/s]
Iteration:   5%|▌         | 744/14774 [02:32<47:57,  4.88it/s]
Iteration:   5%|▌         | 745/14774 [02:33<47:58,  4.87it/s]
Iteration:   5%|▌         | 746/14774 [02:33<47:56,  4.88it/s]
Iteration:   5%|▌         | 747/14774 [02:33<47:57,  4.88it/s]
Iteration:   5%|▌         | 748/14774 [02:33<47:56,  4.88it/s]
Iteration:   5%|▌         | 749/14774 [02:33<47:57,  4.87it/s]
Iteration:   5%|▌         | 750/14774 [02:34<47:56,  4.88it/s]
Iteration:   5%|▌         | 751/14774 [02:34<48:01,  4.87it/s]
Iteration:   5%|▌         | 752/14774 [02:34<47:58,  4.87it/s]
Iteration:   5%|▌         | 753/14774 [02:34<47:57,  4.87it/s]
Iteration:   5%|▌         | 754/14774 [02:34<48:00,  4.87it/s]
Iteration:   5%|▌         | 755/14774 [02:35<47:59,  4.87it/s]
Iteration:   5%|▌         | 756/14774 [02:35<48:03,  4.86it/s]
Iteration:   5%|▌         | 757/14774 [02:35<47:59,  4.87it/s]
Iteration:   5%|▌         | 758/14774 [02:35<47:57,  4.87it/s]
Iteration:   5%|▌         | 759/14774 [02:35<47:57,  4.87it/s]
Iteration:   5%|▌         | 760/14774 [02:36<47:56,  4.87it/s]
Iteration:   5%|▌         | 761/14774 [02:36<47:53,  4.88it/s]
Iteration:   5%|▌         | 762/14774 [02:36<47:53,  4.88it/s]
Iteration:   5%|▌         | 763/14774 [02:36<47:54,  4.88it/s]
Iteration:   5%|▌         | 764/14774 [02:36<47:59,  4.86it/s]
Iteration:   5%|▌         | 765/14774 [02:37<47:58,  4.87it/s]
Iteration:   5%|▌         | 766/14774 [02:37<48:00,  4.86it/s]
Iteration:   5%|▌         | 767/14774 [02:37<48:01,  4.86it/s]
Iteration:   5%|▌         | 768/14774 [02:37<47:56,  4.87it/s]
Iteration:   5%|▌         | 769/14774 [02:37<48:01,  4.86it/s]
Iteration:   5%|▌         | 770/14774 [02:38<47:59,  4.86it/s]
Iteration:   5%|▌         | 771/14774 [02:38<47:57,  4.87it/s]
Iteration:   5%|▌         | 772/14774 [02:38<47:55,  4.87it/s]
Iteration:   5%|▌         | 773/14774 [02:38<47:53,  4.87it/s]
Iteration:   5%|▌         | 774/14774 [02:39<48:02,  4.86it/s]
Iteration:   5%|▌         | 775/14774 [02:39<48:03,  4.86it/s]
Iteration:   5%|▌         | 776/14774 [02:39<47:59,  4.86it/s]
Iteration:   5%|▌         | 777/14774 [02:39<47:59,  4.86it/s]
Iteration:   5%|▌         | 778/14774 [02:39<47:55,  4.87it/s]
Iteration:   5%|▌         | 779/14774 [02:40<47:53,  4.87it/s]
Iteration:   5%|▌         | 780/14774 [02:40<47:53,  4.87it/s]
Iteration:   5%|▌         | 781/14774 [02:40<47:52,  4.87it/s]
Iteration:   5%|▌         | 782/14774 [02:40<47:50,  4.87it/s]
Iteration:   5%|▌         | 783/14774 [02:40<47:49,  4.88it/s]
Iteration:   5%|▌         | 784/14774 [02:41<47:58,  4.86it/s]
Iteration:   5%|▌         | 785/14774 [02:41<47:57,  4.86it/s]
Iteration:   5%|▌         | 786/14774 [02:41<47:53,  4.87it/s]
Iteration:   5%|▌         | 787/14774 [02:41<47:54,  4.87it/s]
Iteration:   5%|▌         | 788/14774 [02:41<47:55,  4.86it/s]
Iteration:   5%|▌         | 789/14774 [02:42<47:57,  4.86it/s]
Iteration:   5%|▌         | 790/14774 [02:42<47:52,  4.87it/s]
Iteration:   5%|▌         | 791/14774 [02:42<47:51,  4.87it/s]
Iteration:   5%|▌         | 792/14774 [02:42<47:54,  4.86it/s]
Iteration:   5%|▌         | 793/14774 [02:42<47:50,  4.87it/s]
Iteration:   5%|▌         | 794/14774 [02:43<47:57,  4.86it/s]
Iteration:   5%|▌         | 795/14774 [02:43<47:55,  4.86it/s]
Iteration:   5%|▌         | 796/14774 [02:43<47:56,  4.86it/s]
Iteration:   5%|▌         | 797/14774 [02:43<47:56,  4.86it/s]
Iteration:   5%|▌         | 798/14774 [02:43<47:59,  4.85it/s]
Iteration:   5%|▌         | 799/14774 [02:44<47:56,  4.86it/s]
Iteration:   5%|▌         | 800/14774 [02:44<47:54,  4.86it/s]
Iteration:   5%|▌         | 801/14774 [02:44<47:54,  4.86it/s]
Iteration:   5%|▌         | 802/14774 [02:44<47:51,  4.87it/s]
Iteration:   5%|▌         | 803/14774 [02:44<47:50,  4.87it/s]
Iteration:   5%|▌         | 804/14774 [02:45<47:50,  4.87it/s]
Iteration:   5%|▌         | 805/14774 [02:45<47:50,  4.87it/s]
Iteration:   5%|▌         | 806/14774 [02:45<47:51,  4.86it/s]
Iteration:   5%|▌         | 807/14774 [02:45<47:48,  4.87it/s]
Iteration:   5%|▌         | 808/14774 [02:46<47:48,  4.87it/s]
Iteration:   5%|▌         | 809/14774 [02:46<47:50,  4.86it/s]
Iteration:   5%|▌         | 810/14774 [02:46<47:49,  4.87it/s]
Iteration:   5%|▌         | 811/14774 [02:46<47:48,  4.87it/s]
Iteration:   5%|▌         | 812/14774 [02:46<47:48,  4.87it/s]
Iteration:   6%|▌         | 813/14774 [02:47<47:49,  4.87it/s]
Iteration:   6%|▌         | 814/14774 [02:47<47:46,  4.87it/s]
Iteration:   6%|▌         | 815/14774 [02:47<47:44,  4.87it/s]
Iteration:   6%|▌         | 816/14774 [02:47<47:41,  4.88it/s]
Iteration:   6%|▌         | 817/14774 [02:47<47:36,  4.89it/s]
Iteration:   6%|▌         | 818/14774 [02:48<47:33,  4.89it/s]
Iteration:   6%|▌         | 819/14774 [02:48<47:30,  4.90it/s]
Iteration:   6%|▌         | 820/14774 [02:48<47:28,  4.90it/s]
Iteration:   6%|▌         | 821/14774 [02:48<47:35,  4.89it/s]
Iteration:   6%|▌         | 822/14774 [02:48<47:40,  4.88it/s]
Iteration:   6%|▌         | 823/14774 [02:49<47:44,  4.87it/s]
Iteration:   6%|▌         | 824/14774 [02:49<47:44,  4.87it/s]
Iteration:   6%|▌         | 825/14774 [02:49<47:42,  4.87it/s]
Iteration:   6%|▌         | 826/14774 [02:49<47:39,  4.88it/s]
Iteration:   6%|▌         | 827/14774 [02:49<47:34,  4.89it/s]
Iteration:   6%|▌         | 828/14774 [02:50<47:32,  4.89it/s]
Iteration:   6%|▌         | 829/14774 [02:50<47:29,  4.89it/s]
Iteration:   6%|▌         | 830/14774 [02:50<47:26,  4.90it/s]
Iteration:   6%|▌         | 831/14774 [02:50<47:30,  4.89it/s]
Iteration:   6%|▌         | 832/14774 [02:50<47:33,  4.89it/s]
Iteration:   6%|▌         | 833/14774 [02:51<47:38,  4.88it/s]
Iteration:   6%|▌         | 834/14774 [02:51<47:35,  4.88it/s]
Iteration:   6%|▌         | 835/14774 [02:51<47:30,  4.89it/s]
Iteration:   6%|▌         | 836/14774 [02:51<47:26,  4.90it/s]
Iteration:   6%|▌         | 837/14774 [02:51<47:25,  4.90it/s]
Iteration:   6%|▌         | 838/14774 [02:52<47:23,  4.90it/s]
Iteration:   6%|▌         | 839/14774 [02:52<47:26,  4.90it/s]
Iteration:   6%|▌         | 840/14774 [02:52<47:23,  4.90it/s]
Iteration:   6%|▌         | 841/14774 [02:52<47:27,  4.89it/s]
Iteration:   6%|▌         | 842/14774 [02:52<47:30,  4.89it/s]
Iteration:   6%|▌         | 843/14774 [02:53<47:38,  4.87it/s]
Iteration:   6%|▌         | 844/14774 [02:53<47:38,  4.87it/s]
Iteration:   6%|▌         | 845/14774 [02:53<47:38,  4.87it/s]
Iteration:   6%|▌         | 846/14774 [02:53<47:38,  4.87it/s]
Iteration:   6%|▌         | 847/14774 [02:53<47:39,  4.87it/s]
Iteration:   6%|▌         | 848/14774 [02:54<47:33,  4.88it/s]
Iteration:   6%|▌         | 849/14774 [02:54<47:29,  4.89it/s]
Iteration:   6%|▌         | 850/14774 [02:54<47:25,  4.89it/s]
Iteration:   6%|▌         | 851/14774 [02:54<47:24,  4.89it/s]
Iteration:   6%|▌         | 852/14774 [02:55<47:22,  4.90it/s]
Iteration:   6%|▌         | 853/14774 [02:55<47:26,  4.89it/s]
Iteration:   6%|▌         | 854/14774 [02:55<47:24,  4.89it/s]
Iteration:   6%|▌         | 855/14774 [02:55<47:31,  4.88it/s]
Iteration:   6%|▌         | 856/14774 [02:55<47:31,  4.88it/s]
Iteration:   6%|▌         | 857/14774 [02:56<47:33,  4.88it/s]
Iteration:   6%|▌         | 858/14774 [02:56<47:32,  4.88it/s]
Iteration:   6%|▌         | 859/14774 [02:56<47:32,  4.88it/s]
Iteration:   6%|▌         | 860/14774 [02:56<47:32,  4.88it/s]
Iteration:   6%|▌         | 861/14774 [02:56<47:31,  4.88it/s]
Iteration:   6%|▌         | 862/14774 [02:57<47:30,  4.88it/s]
Iteration:   6%|▌         | 863/14774 [02:57<47:37,  4.87it/s]
Iteration:   6%|▌         | 864/14774 [02:57<47:36,  4.87it/s]
Iteration:   6%|▌         | 865/14774 [02:57<47:35,  4.87it/s]
Iteration:   6%|▌         | 866/14774 [02:57<47:34,  4.87it/s]
Iteration:   6%|▌         | 867/14774 [02:58<47:35,  4.87it/s]
Iteration:   6%|▌         | 868/14774 [02:58<47:33,  4.87it/s]
Iteration:   6%|▌         | 869/14774 [02:58<47:33,  4.87it/s]
Iteration:   6%|▌         | 870/14774 [02:58<47:33,  4.87it/s]
Iteration:   6%|▌         | 871/14774 [02:58<47:33,  4.87it/s]
Iteration:   6%|▌         | 872/14774 [02:59<47:31,  4.88it/s]
Iteration:   6%|▌         | 873/14774 [02:59<47:37,  4.87it/s]
Iteration:   6%|▌         | 874/14774 [02:59<47:35,  4.87it/s]
Iteration:   6%|▌         | 875/14774 [02:59<47:33,  4.87it/s]
Iteration:   6%|▌         | 876/14774 [02:59<47:35,  4.87it/s]
Iteration:   6%|▌         | 877/14774 [03:00<47:33,  4.87it/s]
Iteration:   6%|▌         | 878/14774 [03:00<47:33,  4.87it/s]
Iteration:   6%|▌         | 879/14774 [03:00<47:32,  4.87it/s]
Iteration:   6%|▌         | 880/14774 [03:00<47:30,  4.87it/s]
Iteration:   6%|▌         | 881/14774 [03:00<47:30,  4.87it/s]
Iteration:   6%|▌         | 882/14774 [03:01<47:28,  4.88it/s]
Iteration:   6%|▌         | 883/14774 [03:01<47:33,  4.87it/s]
Iteration:   6%|▌         | 884/14774 [03:01<47:33,  4.87it/s]
Iteration:   6%|▌         | 885/14774 [03:01<47:32,  4.87it/s]
Iteration:   6%|▌         | 886/14774 [03:01<47:30,  4.87it/s]
Iteration:   6%|▌         | 887/14774 [03:02<47:30,  4.87it/s]
Iteration:   6%|▌         | 888/14774 [03:02<47:28,  4.87it/s]
Iteration:   6%|▌         | 889/14774 [03:02<47:28,  4.87it/s]
Iteration:   6%|▌         | 890/14774 [03:02<47:26,  4.88it/s]
Iteration:   6%|▌         | 891/14774 [03:03<47:26,  4.88it/s]
Iteration:   6%|▌         | 892/14774 [03:03<47:27,  4.88it/s]
Iteration:   6%|▌         | 893/14774 [03:03<47:32,  4.87it/s]
Iteration:   6%|▌         | 894/14774 [03:03<47:32,  4.87it/s]
Iteration:   6%|▌         | 895/14774 [03:03<47:30,  4.87it/s]
Iteration:   6%|▌         | 896/14774 [03:04<47:29,  4.87it/s]
Iteration:   6%|▌         | 897/14774 [03:04<47:29,  4.87it/s]
Iteration:   6%|▌         | 898/14774 [03:04<47:26,  4.87it/s]
Iteration:   6%|▌         | 899/14774 [03:04<47:25,  4.88it/s]
Iteration:   6%|▌         | 900/14774 [03:04<47:26,  4.87it/s]
Iteration:   6%|▌         | 901/14774 [03:05<47:32,  4.86it/s]
Iteration:   6%|▌         | 902/14774 [03:05<47:28,  4.87it/s]
Iteration:   6%|▌         | 903/14774 [03:05<47:30,  4.87it/s]
Iteration:   6%|▌         | 904/14774 [03:05<47:32,  4.86it/s]
Iteration:   6%|▌         | 905/14774 [03:05<47:29,  4.87it/s]
Iteration:   6%|▌         | 906/14774 [03:06<47:29,  4.87it/s]
Iteration:   6%|▌         | 907/14774 [03:06<47:27,  4.87it/s]
Iteration:   6%|▌         | 908/14774 [03:06<47:26,  4.87it/s]
Iteration:   6%|▌         | 909/14774 [03:06<47:25,  4.87it/s]
Iteration:   6%|▌         | 910/14774 [03:06<47:23,  4.88it/s]
Iteration:   6%|▌         | 911/14774 [03:07<47:23,  4.88it/s]
Iteration:   6%|▌         | 912/14774 [03:07<47:24,  4.87it/s]
Iteration:   6%|▌         | 913/14774 [03:07<47:24,  4.87it/s]
Iteration:   6%|▌         | 914/14774 [03:07<47:24,  4.87it/s]
Iteration:   6%|▌         | 915/14774 [03:07<47:24,  4.87it/s]
Iteration:   6%|▌         | 916/14774 [03:08<47:25,  4.87it/s]
Iteration:   6%|▌         | 917/14774 [03:08<47:23,  4.87it/s]
Iteration:   6%|▌         | 918/14774 [03:08<47:20,  4.88it/s]
Iteration:   6%|▌         | 919/14774 [03:08<47:21,  4.88it/s]
Iteration:   6%|▌         | 920/14774 [03:08<47:25,  4.87it/s]
Iteration:   6%|▌         | 921/14774 [03:09<47:24,  4.87it/s]
Iteration:   6%|▌         | 922/14774 [03:09<47:25,  4.87it/s]
Iteration:   6%|▌         | 923/14774 [03:09<47:30,  4.86it/s]
Iteration:   6%|▋         | 924/14774 [03:09<47:26,  4.87it/s]
Iteration:   6%|▋         | 925/14774 [03:09<47:23,  4.87it/s]
Iteration:   6%|▋         | 926/14774 [03:10<47:23,  4.87it/s]
Iteration:   6%|▋         | 927/14774 [03:10<47:23,  4.87it/s]
Iteration:   6%|▋         | 928/14774 [03:10<47:20,  4.87it/s]
Iteration:   6%|▋         | 929/14774 [03:10<47:20,  4.87it/s]
Iteration:   6%|▋         | 930/14774 [03:11<47:19,  4.87it/s]
Iteration:   6%|▋         | 931/14774 [03:11<47:18,  4.88it/s]
Iteration:   6%|▋         | 932/14774 [03:11<47:19,  4.88it/s]
Iteration:   6%|▋         | 933/14774 [03:11<47:16,  4.88it/s]
Iteration:   6%|▋         | 934/14774 [03:11<47:12,  4.89it/s]
Iteration:   6%|▋         | 935/14774 [03:12<47:09,  4.89it/s]
Iteration:   6%|▋         | 936/14774 [03:12<47:07,  4.89it/s]
Iteration:   6%|▋         | 937/14774 [03:12<47:05,  4.90it/s]
Iteration:   6%|▋         | 938/14774 [03:12<47:02,  4.90it/s]
Iteration:   6%|▋         | 939/14774 [03:12<47:02,  4.90it/s]
Iteration:   6%|▋         | 940/14774 [03:13<47:09,  4.89it/s]
Iteration:   6%|▋         | 941/14774 [03:13<47:12,  4.88it/s]
Iteration:   6%|▋         | 942/14774 [03:13<47:12,  4.88it/s]
Iteration:   6%|▋         | 943/14774 [03:13<47:10,  4.89it/s]
Iteration:   6%|▋         | 944/14774 [03:13<47:08,  4.89it/s]
Iteration:   6%|▋         | 945/14774 [03:14<47:04,  4.90it/s]
Iteration:   6%|▋         | 946/14774 [03:14<47:02,  4.90it/s]
Iteration:   6%|▋         | 947/14774 [03:14<47:01,  4.90it/s]
Iteration:   6%|▋         | 948/14774 [03:14<47:00,  4.90it/s]
Iteration:   6%|▋         | 949/14774 [03:14<47:03,  4.90it/s]
Iteration:   6%|▋         | 950/14774 [03:15<47:04,  4.89it/s]
Iteration:   6%|▋         | 951/14774 [03:15<47:07,  4.89it/s]
Iteration:   6%|▋         | 952/14774 [03:15<47:09,  4.89it/s]
Iteration:   6%|▋         | 953/14774 [03:15<47:08,  4.89it/s]
Iteration:   6%|▋         | 954/14774 [03:15<47:03,  4.89it/s]
Iteration:   6%|▋         | 955/14774 [03:16<47:02,  4.90it/s]
Iteration:   6%|▋         | 956/14774 [03:16<47:00,  4.90it/s]
Iteration:   6%|▋         | 957/14774 [03:16<47:00,  4.90it/s]
Iteration:   6%|▋         | 958/14774 [03:16<47:00,  4.90it/s]
Iteration:   6%|▋         | 959/14774 [03:16<46:58,  4.90it/s]
Iteration:   6%|▋         | 960/14774 [03:17<47:01,  4.90it/s]
Iteration:   7%|▋         | 961/14774 [03:17<47:07,  4.89it/s]
Iteration:   7%|▋         | 962/14774 [03:17<47:07,  4.88it/s]
Iteration:   7%|▋         | 963/14774 [03:17<47:07,  4.88it/s]
Iteration:   7%|▋         | 964/14774 [03:17<47:07,  4.88it/s]
Iteration:   7%|▋         | 965/14774 [03:18<47:03,  4.89it/s]
Iteration:   7%|▋         | 966/14774 [03:18<47:00,  4.90it/s]
Iteration:   7%|▋         | 967/14774 [03:18<46:59,  4.90it/s]
Iteration:   7%|▋         | 968/14774 [03:18<46:57,  4.90it/s]
Iteration:   7%|▋         | 969/14774 [03:18<47:00,  4.89it/s]
Iteration:   7%|▋         | 970/14774 [03:19<47:02,  4.89it/s]
Iteration:   7%|▋         | 971/14774 [03:19<47:05,  4.89it/s]
Iteration:   7%|▋         | 972/14774 [03:19<47:12,  4.87it/s]
Iteration:   7%|▋         | 973/14774 [03:19<47:12,  4.87it/s]
Iteration:   7%|▋         | 974/14774 [03:20<47:15,  4.87it/s]
Iteration:   7%|▋         | 975/14774 [03:20<47:17,  4.86it/s]
Iteration:   7%|▋         | 976/14774 [03:20<47:14,  4.87it/s]
Iteration:   7%|▋         | 977/14774 [03:20<47:13,  4.87it/s]
Iteration:   7%|▋         | 978/14774 [03:20<47:11,  4.87it/s]
Iteration:   7%|▋         | 979/14774 [03:21<47:10,  4.87it/s]
Iteration:   7%|▋         | 980/14774 [03:21<47:11,  4.87it/s]
Iteration:   7%|▋         | 981/14774 [03:21<47:14,  4.87it/s]
Iteration:   7%|▋         | 982/14774 [03:21<47:18,  4.86it/s]
Iteration:   7%|▋         | 983/14774 [03:21<47:16,  4.86it/s]
Iteration:   7%|▋         | 984/14774 [03:22<47:15,  4.86it/s]
Iteration:   7%|▋         | 985/14774 [03:22<47:13,  4.87it/s]
Iteration:   7%|▋         | 986/14774 [03:22<47:10,  4.87it/s]
Iteration:   7%|▋         | 987/14774 [03:22<47:09,  4.87it/s]
Iteration:   7%|▋         | 988/14774 [03:22<47:08,  4.87it/s]
Iteration:   7%|▋         | 989/14774 [03:23<47:08,  4.87it/s]
Iteration:   7%|▋         | 990/14774 [03:23<47:07,  4.88it/s]
Iteration:   7%|▋         | 991/14774 [03:23<47:07,  4.88it/s]
Iteration:   7%|▋         | 992/14774 [03:23<47:11,  4.87it/s]
Iteration:   7%|▋         | 993/14774 [03:23<47:12,  4.87it/s]
Iteration:   7%|▋         | 994/14774 [03:24<47:08,  4.87it/s]
Iteration:   7%|▋         | 995/14774 [03:24<47:08,  4.87it/s]
Iteration:   7%|▋         | 996/14774 [03:24<47:06,  4.87it/s]
Iteration:   7%|▋         | 997/14774 [03:24<47:06,  4.87it/s]
Iteration:   7%|▋         | 998/14774 [03:24<47:04,  4.88it/s]
Iteration:   7%|▋         | 999/14774 [03:25<47:02,  4.88it/s]
Iteration:   7%|▋         | 1000/14774 [03:25<47:02,  4.88it/s]
Iteration:   7%|▋         | 1001/14774 [03:25<47:03,  4.88it/s]

Iteration:   0%|          | 0/14774 [00:00<?, ?it/s][Adevice: cuda n_gpu: 1, distributed training: False, 16-bits training: False
DLL 2022-03-16 21:32:56.852277 - PARAMETER Config : ["Namespace(amp=False, bert_model='bert-large-uncased', cache_dir=None, config_file='/data/bert_base/bert_config.json', disable_progress_bar=False, do_eval=False, do_lower_case=True, do_predict=False, do_train=True, doc_stride=128, eval_script='evaluate.py', fp16=False, gradient_accumulation_steps=1, init_checkpoint='/data/bert_base/bert_base_uncased.pt', json_summary='results/dllogger.json', learning_rate=0.0, local_rank=-1, log_freq=50, loss_scale=0, max_answer_length=30, max_query_length=64, max_seq_length=384, max_steps=1000.0, n_best_size=20, no_cuda=False, null_score_diff_threshold=0.0, num_train_epochs=2.0, output_dir='.', predict_batch_size=8, predict_file=None, seed=1, skip_cache=False, skip_checkpoint=False, train_batch_size=6, train_file='/data/squad/v1.1/train-v1.1.json', use_env=False, verbose_logging=False, version_2_with_negative=False, vocab_file='/data/bert_base/bert-base-uncased-vocab.txt', warmup_proportion=0.1)"] 
DLL 2022-03-16 21:32:56.852626 - PARAMETER SEED : 1 
WARNING: Output directory . already exists and is not empty. ['utils.py', 'scripts', 'optimization.py', 'LICENSE', '.gitignore', '.gitmodules', 'bind_pyt.py', 'create_pretraining_data.py', 'data', '.dockerignore', 'bind.sh', 'run_pretraining.py', 'run_swag.py', 'inference.py', 'run_squad.py', 'vocab', 'NOTICE', 'tokenization.py', '.git', 'results', 'bert_config.json', 'extract_features.py', 'triton', 'schedulers.py', 'requirements.txt', 'images', 'file_utils.py', 'modeling.py', 'README.md', 'processors', 'run_glue.py', 'run.sub', 'checkpoints', 'Dockerfile', 'configurations.yml', '__pycache__', 'pytorch_model.bin', 'logfile.txt']
DLL 2022-03-16 21:33:04.509986 - PARAMETER loading_checkpoint : True 
DLL 2022-03-16 21:33:04.510063 - PARAMETER loaded_checkpoint : True 
DLL 2022-03-16 21:33:05.428991 - PARAMETER model_weights_num : 109488386 
DLL 2022-03-16 21:33:12.380164 - PARAMETER train_start : True 
DLL 2022-03-16 21:33:12.380251 - PARAMETER training_samples : 87599 
DLL 2022-03-16 21:33:12.380272 - PARAMETER training_features : 88641 
DLL 2022-03-16 21:33:12.380288 - PARAMETER train_batch_size : 6 
DLL 2022-03-16 21:33:12.380301 - PARAMETER steps : 29198.0 
DLL 2022-03-16 21:33:14.241216 - Training Epoch: 0 Training Iteration: 1  step_loss : 5.916119575500488  learning_rate : 0.0 
DLL 2022-03-16 21:33:24.466106 - Training Epoch: 0 Training Iteration: 51  step_loss : 5.8325982093811035  learning_rate : 0.0 
DLL 2022-03-16 21:33:34.746560 - Training Epoch: 0 Training Iteration: 101  step_loss : 5.8888444900512695  learning_rate : 0.0 
DLL 2022-03-16 21:33:44.964420 - Training Epoch: 0 Training Iteration: 151  step_loss : 5.778313636779785  learning_rate : 0.0 
DLL 2022-03-16 21:33:55.222545 - Training Epoch: 0 Training Iteration: 201  step_loss : 5.784026145935059  learning_rate : 0.0 
DLL 2022-03-16 21:34:05.451794 - Training Epoch: 0 Training Iteration: 251  step_loss : 5.86025857925415  learning_rate : 0.0 
DLL 2022-03-16 21:34:15.679556 - Training Epoch: 0 Training Iteration: 301  step_loss : 5.832085609436035  learning_rate : 0.0 
DLL 2022-03-16 21:34:25.937549 - Training Epoch: 0 Training Iteration: 351  step_loss : 5.806793212890625  learning_rate : 0.0 
DLL 2022-03-16 21:34:36.171842 - Training Epoch: 0 Training Iteration: 401  step_loss : 5.88958740234375  learning_rate : 0.0 
DLL 2022-03-16 21:34:46.447833 - Training Epoch: 0 Training Iteration: 451  step_loss : 5.90281867980957  learning_rate : 0.0 
DLL 2022-03-16 21:34:56.679403 - Training Epoch: 0 Training Iteration: 501  step_loss : 5.732359886169434  learning_rate : 0.0 
DLL 2022-03-16 21:35:06.917265 - Training Epoch: 0 Training Iteration: 551  step_loss : 5.834312438964844  learning_rate : 0.0 
DLL 2022-03-16 21:35:17.187597 - Training Epoch: 0 Training Iteration: 601  step_loss : 6.120529651641846  learning_rate : 0.0 
DLL 2022-03-16 21:35:27.444569 - Training Epoch: 0 Training Iteration: 651  step_loss : 5.929320335388184  learning_rate : 0.0 
DLL 2022-03-16 21:35:37.695231 - Training Epoch: 0 Training Iteration: 701  step_loss : 5.977142333984375  learning_rate : 0.0 
DLL 2022-03-16 21:35:47.923957 - Training Epoch: 0 Training Iteration: 751  step_loss : 5.721866607666016  learning_rate : 0.0 
DLL 2022-03-16 21:35:58.200457 - Training Epoch: 0 Training Iteration: 801  step_loss : 6.016576766967773  learning_rate : 0.0 
DLL 2022-03-16 21:36:08.442048 - Training Epoch: 0 Training Iteration: 851  step_loss : 6.078726768493652  learning_rate : 0.0 
DLL 2022-03-16 21:36:18.703719 - Training Epoch: 0 Training Iteration: 901  step_loss : 5.899060249328613  learning_rate : 0.0 
DLL 2022-03-16 21:36:28.948719 - Training Epoch: 0 Training Iteration: 951  step_loss : 5.864287376403809  learning_rate : 0.0 
DLL 2022-03-16 21:36:39.196869 - Training Epoch: 0 Training Iteration: 1001  step_loss : 5.899394989013672  learning_rate : 0.0 
DLL 2022-03-16 21:36:40.911835 -  e2e_train_time : 205.5672779083252  training_sequences_per_second : 29.187524692892808  final_loss : 5.899394989013672 


real	3m46.175s
user	3m39.648s
sys	0m6.645s
DONE!
